id,title,authors,year,venue,citation_count,doi,source_url,oa_url,pdf_path
16f2d2f2b8103ed0c4a4e6f339a21247e58c5e78,Bottleneck Transformers for Visual Recognition,A. Srinivas | Tsung-Yi Lin | Niki Parmar | Jonathon Shlens | P. Abbeel | A. Vaswani,2021,Computer Vision and Pattern Recognition,1166,10.1109/CVPR46437.2021.01625,https://doi.org/10.1109/CVPR46437.2021.01625,https://arxiv.org/pdf/2101.11605,data\pdfs\16f2d2f2b8103ed0c4a4e6f339a21247e58c5e78.pdf
44e481c9645c057ea9273023aa7e23572226cee7,UNetFormer: A UNet-like transformer for efficient semantic segmentation of remote sensing urban scene imagery,Libo Wang | Rui Li | Ce Zhang | Shenghui Fang | Chenxi Duan | Xiaoliang Meng | P. Atkinson,2021,Isprs Journal of Photogrammetry and Remote Sensing,1148,10.1016/j.isprsjprs.2022.06.008,https://doi.org/10.1016/j.isprsjprs.2022.06.008,https://wrap.warwick.ac.uk/167806/3/WRAP-UNetFormer-A-UNet-like-transformer-efficient-semantic-segmentation-remote-sensing-2022.pdf,data\pdfs\44e481c9645c057ea9273023aa7e23572226cee7.pdf
7c597874535c1537d7ddff3b3723015b4dc79d30,MaskGIT: Masked Generative Image Transformer,Huiwen Chang | Han Zhang | Lu Jiang | Ce Liu | W. Freeman,2022,Computer Vision and Pattern Recognition,1130,10.1109/CVPR52688.2022.01103,https://doi.org/10.1109/CVPR52688.2022.01103,https://arxiv.org/pdf/2202.04200,data\pdfs\7c597874535c1537d7ddff3b3723015b4dc79d30.pdf
a09cbcaac305884f043810afc4fa4053099b5970,Exploring Plain Vision Transformer Backbones for Object Detection,Yanghao Li | Hanzi Mao | Ross B. Girshick | Kaiming He,2022,European Conference on Computer Vision,1127,10.48550/arXiv.2203.16527,https://doi.org/10.48550/arXiv.2203.16527,https://arxiv.org/pdf/2203.16527,data\pdfs\a09cbcaac305884f043810afc4fa4053099b5970.pdf
8f2bca9d684005675e294b33c26481e36f528cdb,"data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language",Alexei Baevski | Wei-Ning Hsu | Qiantong Xu | Arun Babu | Jiatao Gu | Michael Auli,2022,International Conference on Machine Learning,1123,,,https://arxiv.org/pdf/2202.03555,data\pdfs\8f2bca9d684005675e294b33c26481e36f528cdb.pdf
24aa57dae649b6683d8f5bc8deaf2ff549cdacc4,Transformers in Medical Imaging: A Survey,Fahad Shamshad | Salman Hameed Khan | Syed Waqas Zamir | Muhammad Haris Khan | Munawar Hayat | F. Khan | H. Fu,2022,Medical Image Anal.,1108,10.1016/j.media.2023.102802,https://doi.org/10.1016/j.media.2023.102802,https://arxiv.org/pdf/2201.09873,data\pdfs\24aa57dae649b6683d8f5bc8deaf2ff549cdacc4.pdf
63c74d15940af1af9b386b5762e4445e54c73719,VinVL: Revisiting Visual Representations in Vision-Language Models,Pengchuan Zhang | Xiujun Li | Xiaowei Hu | Jianwei Yang | Lei Zhang | Lijuan Wang | Yejin Choi | Jianfeng Gao,2021,Computer Vision and Pattern Recognition,1092,10.1109/CVPR46437.2021.00553,https://doi.org/10.1109/CVPR46437.2021.00553,https://arxiv.org/pdf/2101.00529,data\pdfs\63c74d15940af1af9b386b5762e4445e54c73719.pdf
26c80bd65baa90f5b18157de4951f4eb0b62ab69,InternImage: Exploring Large-Scale Vision Foundation Models with Deformable Convolutions,Wenhai Wang | Jifeng Dai | Zhe Chen | Zhenhang Huang | Zhiqi Li | Xizhou Zhu | Xiaowei Hu | Tong Lu | Lewei Lu | Hongsheng Li | Xiaogang Wang | Y. Qiao,2022,Computer Vision and Pattern Recognition,1077,10.1109/CVPR52729.2023.01385,https://doi.org/10.1109/CVPR52729.2023.01385,https://arxiv.org/pdf/2211.05778,data\pdfs\26c80bd65baa90f5b18157de4951f4eb0b62ab69.pdf
4356b46e5dd1a4ebd579b1cd6eb3eeedddd5a65c,VGGT: Visual Geometry Grounded Transformer,Jianyuan Wang | Minghao Chen | Nikita Karaev | Andrea Vedaldi | Christian Rupprecht | David Novotný,2025,Computer Vision and Pattern Recognition,1072,10.1109/CVPR52734.2025.00499,https://doi.org/10.1109/CVPR52734.2025.00499,https://arxiv.org/pdf/2503.11651,data\pdfs\4356b46e5dd1a4ebd579b1cd6eb3eeedddd5a65c.pdf
2fe2f849b94cf08b559226bc9d78adcaef5ef186,AdaptFormer: Adapting Vision Transformers for Scalable Visual Recognition,Shoufa Chen | Chongjian Ge | Zhan Tong | Jiangliu Wang | Yibing Song | Jue Wang | Ping Luo,2022,Neural Information Processing Systems,1069,10.48550/arXiv.2205.13535,https://doi.org/10.48550/arXiv.2205.13535,http://arxiv.org/pdf/2205.13535,data\pdfs\2fe2f849b94cf08b559226bc9d78adcaef5ef186.pdf
dbdcabd0444ad50b68ee09e30f39b66e9068f5d2,DynamicViT: Efficient Vision Transformers with Dynamic Token Sparsification,Yongming Rao | Wenliang Zhao | Benlin Liu | Jiwen Lu | Jie Zhou | Cho-Jui Hsieh,2021,Neural Information Processing Systems,1053,,,https://arxiv.org/pdf/2106.02034,data\pdfs\dbdcabd0444ad50b68ee09e30f39b66e9068f5d2.pdf
6648b4db5f12c30941ea78c695e77aded19672bb,Unified Vision-Language Pre-Training for Image Captioning and VQA,Luowei Zhou | Hamid Palangi | Lei Zhang | Houdong Hu | Jason J. Corso | Jianfeng Gao,2019,AAAI Conference on Artificial Intelligence,1047,10.1609/AAAI.V34I07.7005,https://doi.org/10.1609/AAAI.V34I07.7005,https://ojs.aaai.org/index.php/AAAI/article/download/7005/6859,data\pdfs\6648b4db5f12c30941ea78c695e77aded19672bb.pdf
610b302950a19acef1c45456111dcd495f638c18,ConViT: improving vision transformers with soft convolutional inductive biases,Stéphane d'Ascoli | Hugo Touvron | Matthew L. Leavitt | Ari S. Morcos | G. Biroli | Levent Sagun,2021,International Conference on Machine Learning,1023,10.1088/1742-5468/ac9830,https://doi.org/10.1088/1742-5468/ac9830,https://arxiv.org/pdf/2103.10697,data\pdfs\610b302950a19acef1c45456111dcd495f638c18.pdf
2bbffec6395d3a8f81f5fe9137f7e078bd0f0336,Activating More Pixels in Image Super-Resolution Transformer,Xiangyu Chen | Xintao Wang | Jiantao Zhou | Chao Dong,2022,Computer Vision and Pattern Recognition,1013,10.1109/CVPR52729.2023.02142,https://doi.org/10.1109/CVPR52729.2023.02142,https://arxiv.org/pdf/2205.04437,data\pdfs\2bbffec6395d3a8f81f5fe9137f7e078bd0f0336.pdf
2ad12a7be5eaf339a98c4defd8669e11fe726acc,MaxViT: Multi-Axis Vision Transformer,Zhengzhong Tu | Hossein Talebi | Han Zhang | Feng Yang | P. Milanfar | A. Bovik | Yinxiao Li,2022,European Conference on Computer Vision,1012,10.48550/arXiv.2204.01697,https://doi.org/10.48550/arXiv.2204.01697,http://arxiv.org/pdf/2204.01697,data\pdfs\2ad12a7be5eaf339a98c4defd8669e11fe726acc.pdf
003326a15fc4a8833785a47a741d7712474fa256,LeViT: a Vision Transformer in ConvNet’s Clothing for Faster Inference,Benjamin Graham | Alaaeldin El-Nouby | Hugo Touvron | Pierre Stock | Armand Joulin | Herv'e J'egou | Matthijs Douze,2021,IEEE International Conference on Computer Vision,1010,10.1109/ICCV48922.2021.01204,https://doi.org/10.1109/ICCV48922.2021.01204,https://arxiv.org/pdf/2104.01136,data\pdfs\003326a15fc4a8833785a47a741d7712474fa256.pdf
8690d62d4bbbd0b1ed5e1f25320d10853bfbeb01,Scaling Vision with Sparse Mixture of Experts,C. Riquelme | J. Puigcerver | Basil Mustafa | Maxim Neumann | Rodolphe Jenatton | André Susano Pinto | Daniel Keysers | N. Houlsby,2021,Neural Information Processing Systems,1005,,,https://arxiv.org/pdf/2106.05974,data\pdfs\8690d62d4bbbd0b1ed5e1f25320d10853bfbeb01.pdf
a757999ed260d7bc45484dc6b4456bf33fe6f679,LLaMA-Adapter: Efficient Fine-tuning of Language Models with Zero-init Attention,Renrui Zhang | Jiaming Han | Aojun Zhou | Xiangfei Hu | Shilin Yan | Pan Lu | Hongsheng Li | Peng Gao | Y. Qiao,2023,arXiv.org,1004,10.48550/arXiv.2303.16199,https://doi.org/10.48550/arXiv.2303.16199,http://arxiv.org/pdf/2303.16199,data\pdfs\a757999ed260d7bc45484dc6b4456bf33fe6f679.pdf
0acd7ff5817d29839b40197f7a4b600b7fba24e4,Transformer Interpretability Beyond Attention Visualization,Hila Chefer | Shir Gur | Lior Wolf,2020,Computer Vision and Pattern Recognition,990,10.1109/CVPR46437.2021.00084,https://doi.org/10.1109/CVPR46437.2021.00084,http://arxiv.org/pdf/2012.09838,data\pdfs\0acd7ff5817d29839b40197f7a4b600b7fba24e4.pdf
622428f5122ad12a40229e1768ecb929fd747ee7,Multimodal Learning With Transformers: A Survey,P. Xu | Xiatian Zhu | D. Clifton,2022,IEEE Transactions on Pattern Analysis and Machine Intelligence,986,10.1109/TPAMI.2023.3275156,https://doi.org/10.1109/TPAMI.2023.3275156,https://arxiv.org/pdf/2206.06488,data\pdfs\622428f5122ad12a40229e1768ecb929fd747ee7.pdf
ba637c4f1a170f1e2dadeadb71a63cf2b9a46de2,Visual attention network,Meng-Hao Guo | Chengrou Lu | Zheng-Ning Liu | Ming-Ming Cheng | Shiyong Hu,2022,Computational Visual Media,984,10.1007/s41095-023-0364-2,https://doi.org/10.1007/s41095-023-0364-2,https://link.springer.com/content/pdf/10.1007/s41095-023-0364-2.pdf,data\pdfs\ba637c4f1a170f1e2dadeadb71a63cf2b9a46de2.pdf
28630034bb29760df01ab033b743e30b37f336ae,PaLI: A Jointly-Scaled Multilingual Language-Image Model,Xi Chen | Xiao Wang | Soravit Changpinyo | A. Piergiovanni | Piotr Padlewski | Daniel M. Salz | Sebastian Goodman | Adam Grycner | Basil Mustafa | Lucas Beyer | Alexander Kolesnikov | J. Puigcerver | Nan Ding | Keran Rong | Hassan Akbari | Gaurav Mishra | Linting Xue | Ashish V. Thapliyal | James Bradbury | Weicheng Kuo | Mojtaba Seyedhosseini | Chao Jia | Burcu Karagol Ayan | C. Riquelme | A. Steiner | A. Angelova | Xiaohua Zhai | N. Houlsby | Radu Soricut,2022,International Conference on Learning Representations,980,10.48550/arXiv.2209.06794,https://doi.org/10.48550/arXiv.2209.06794,http://arxiv.org/pdf/2209.06794,data\pdfs\28630034bb29760df01ab033b743e30b37f336ae.pdf
2bc1c8bd00bbf7401afcb5460277840fd8bab029,Unicoder-VL: A Universal Encoder for Vision and Language by Cross-modal Pre-training,Gen Li | Nan Duan | Yuejian Fang | Daxin Jiang | Ming Zhou,2019,AAAI Conference on Artificial Intelligence,966,10.1609/AAAI.V34I07.6795,https://doi.org/10.1609/AAAI.V34I07.6795,https://ojs.aaai.org/index.php/AAAI/article/download/6795/6649,data\pdfs\2bc1c8bd00bbf7401afcb5460277840fd8bab029.pdf
37246e26163cdd0f5ddd1ea47a5a5019dead8abb,Vision Transformers for Single Image Dehazing,Yuda Song | Zhuqing He | Hui Qian | Xin Du,2022,IEEE Transactions on Image Processing,955,10.1109/TIP.2023.3256763,https://doi.org/10.1109/TIP.2023.3256763,https://arxiv.org/pdf/2204.03883,data\pdfs\37246e26163cdd0f5ddd1ea47a5a5019dead8abb.pdf
2f4d8f3c016ec53380b376ae7ac516f9c0f07a0d,BiFormer: Vision Transformer with Bi-Level Routing Attention,Lei Zhu | Xinjiang Wang | Zhanghan Ke | Wayne Zhang | Rynson W. H. Lau,2023,Computer Vision and Pattern Recognition,948,10.1109/CVPR52729.2023.00995,https://doi.org/10.1109/CVPR52729.2023.00995,https://arxiv.org/pdf/2303.08810,data\pdfs\2f4d8f3c016ec53380b376ae7ac516f9c0f07a0d.pdf
ef7d31137ef06c5be8c2824ecc5af6ce3358cc8f,Open X-Embodiment: Robotic Learning Datasets and RT-X Models : Open X-Embodiment Collaboration0,A. Padalkar | A. Pooley | Ajinkya Jain | Alex Bewley | Alex Herzog | A. Irpan | Alexander Khazatsky | Anant Rai | Anikait Singh | Anthony Brohan | A. Raffin | Ayzaan Wahid | Ben Burgess-Limerick | Beomjoon Kim | Bernhard Schölkopf | Brian Ichter | Cewu Lu | Charles Xu | Chelsea Finn | Chenfeng Xu | Cheng Chi | Chenguang Huang | Christine Chan | Chuer Pan | Chuyuan Fu | Coline Devin | Danny Driess | Deepak Pathak | Dhruv Shah | Dieter Büchler | Dmitry Kalashnikov | Dorsa Sadigh | Edward Johns | Federico Ceola | Fei Xia | F. Stulp | Gaoyue Zhou | G. Sukhatme | Gautam Salhotra | Ge Yan | Giulio Schiavi | Hao Su | Haoshu Fang | Haochen Shi | H. B. Amor | Henrik I Christensen | Hiroki Furuta | H. Walke | Hongjie Fang | Igor Mordatch | Ilija Radosavovic | Isabel Leal | Jacky Liang | Jaehyung Kim | Jan Schneider | Jasmine Hsu | Jeannette Bohg | Jeff Bingham | Jiajun Wu | Jialin Wu | Jiankai Sun | Jianlan Luo | Jiayuan Gu | Jie Tan | Jihoon Oh | Jitendra Malik | Jonathan Tompson | Jonathan Yang | Joseph J. Lim | João Silvério | Junhyek Han | Kanishka Rao | Karl Pertsch | Karol Hausman | Keegan Go | K. Gopalakrishnan | Ken Goldberg | Kendra Byrne | Kenneth Oslund | Kento Kawaharazuka | Kevin Zhang | K. Majd | Krishan Rana | K. Srinivasan | L. Chen | Lerrel Pinto | Liam Tan | Lionel Ott | Lisa Lee | Masayoshi Tomizuka | Maximilian Du | Michael Ahn | Mingtong Zhang | Mingyu Ding | M. K. Srirama | Mohit Sharma | Moo Jin Kim | Muhammad Zubair Irshad | Naoaki Kanazawa | Nicklas Hansen | N. Heess | Nikhil J. Joshi | Niko Suenderhauf | Norman Di Palo | Nur Muhammad Shafiullah | Oier Mees | Oliver Kroemer | Pannag R. Sanketi | Paul Wohlhart | Peng Xu | P. Sermanet | Priya Sundaresan | Q. Vuong | Rafael Rafailov | Ran Tian | Ria Doshi | R. Mendonca | Rutav Shah | Ryan Hoque | Ryan C. Julian | Samuel Bustamante | Sean Kirmani | Sergey Levine | Sherry Moore | Shikhar Bahl | Shivin Dass | Shuran Song | Sichun Xu | Siddhant Haldar | S. Adebola | Simon Guist | Soroush Nasiriany | S. Schaal | Stefan Welker | Stephen Tian | S. Dasari | Suneel Belkhale | Takayuki Osa | Tatsuya Harada | T. Matsushima | Ted Xiao | Tianhe Yu | Tianli Ding | Todor Davchev | Tony Zhao | Travis Armstrong | T. Darrell | Vidhi Jain | Vincent Vanhoucke | Wei Zhan | Wenxuan Zhou | Wolfram Burgard | Xi Chen | Xiaolong Wang | Xinghao Zhu | Xuanlin Li | Yao Lu | Yevgen Chebotar | Yifan Zhou | Yifeng Zhu | Ying Xu | Yixuan Wang | Yonatan Bisk | Yoonyoung Cho | Youngwoon Lee | Yuchen Cui | Yueh-Hua Wu | Yujin Tang | Yuke Zhu | Yunzhu Li | Yusuke Iwasawa | Yutaka Matsuo | Zhuo Xu | Zichen Jeff Cui,2023,IEEE International Conference on Robotics and Automation,926,10.1109/ICRA57147.2024.10611477,https://doi.org/10.1109/ICRA57147.2024.10611477,https://arxiv.org/pdf/2310.08864,data\pdfs\ef7d31137ef06c5be8c2824ecc5af6ce3358cc8f.pdf
7b664a306b7d2f68dd816ea1d6586cf3472d75c1,Early Convolutions Help Transformers See Better,Tete Xiao | Mannat Singh | Eric Mintun | Trevor Darrell | Piotr Dollár | Ross B. Girshick,2021,Neural Information Processing Systems,917,,,https://arxiv.org/pdf/2106.14881,data\pdfs\7b664a306b7d2f68dd816ea1d6586cf3472d75c1.pdf
761240b06248b9836ee564bdab61559c84b681ed,CMT: Convolutional Neural Networks Meet Vision Transformers,Jianyuan Guo | Kai Han | Han Wu | Chang Xu | Yehui Tang | Chunjing Xu | Yunhe Wang,2021,Computer Vision and Pattern Recognition,912,10.1109/CVPR52688.2022.01186,https://doi.org/10.1109/CVPR52688.2022.01186,http://arxiv.org/pdf/2107.06263,data\pdfs\761240b06248b9836ee564bdab61559c84b681ed.pdf
9137efc758f80dd22bb56f82cca5c94f78a5db3e,MViTv2: Improved Multiscale Vision Transformers for Classification and Detection,Yanghao Li | Chaoxia Wu | Haoqi Fan | K. Mangalam | Bo Xiong | J. Malik | Christoph Feichtenhofer,2021,Computer Vision and Pattern Recognition,910,10.1109/CVPR52688.2022.00476,https://doi.org/10.1109/CVPR52688.2022.00476,https://arxiv.org/pdf/2112.01526,data\pdfs\9137efc758f80dd22bb56f82cca5c94f78a5db3e.pdf
5b7f5488c380cf5085a5dd93e993ad293b225eee,One Fits All: Power General Time Series Analysis by Pretrained LM,Tian Zhou | Peisong Niu | Xue Wang | Liang Sun | Rong Jin,2023,Neural Information Processing Systems,899,10.52202/075280-1877,https://doi.org/10.52202/075280-1877,https://arxiv.org/pdf/2302.11939,data\pdfs\5b7f5488c380cf5085a5dd93e993ad293b225eee.pdf
fdcad86866ca22d8417599deb41b54fe01487ce8,ViTPose: Simple Vision Transformer Baselines for Human Pose Estimation,Yufei Xu | Jing Zhang | Qiming Zhang | Dacheng Tao,2022,Neural Information Processing Systems,896,10.48550/arXiv.2204.12484,https://doi.org/10.48550/arXiv.2204.12484,http://arxiv.org/pdf/2204.12484,data\pdfs\fdcad86866ca22d8417599deb41b54fe01487ce8.pdf
61e721334296ebfbbf6443b5ed9eb8c83b708c95,Scaling Vision Transformers to 22 Billion Parameters,Mostafa Dehghani | J. Djolonga | Basil Mustafa | Piotr Padlewski | J. Heek | J. Gilmer | A. Steiner | Mathilde Caron | Robert Geirhos | Ibrahim M. Alabdulmohsin | Rodolphe Jenatton | Lucas Beyer | Michael Tschannen | Anurag Arnab | Xiao Wang | C. Riquelme | M. Minderer | J. Puigcerver | Utku Evci | Manoj Kumar | Sjoerd van Steenkiste | Gamaleldin F. Elsayed | Aravindh Mahendran | F. Yu | Avital Oliver | Fantine Huot | Jasmijn Bastings | Mark Collier | A. Gritsenko | Vighnesh Birodkar | C. Vasconcelos | Yi Tay | Thomas Mensink | Alexander Kolesnikov | Filip Paveti'c | Dustin Tran | Thomas Kipf | Mario Luvci'c | Xiaohua Zhai | Daniel Keysers | Jeremiah Harmsen | N. Houlsby,2023,International Conference on Machine Learning,850,10.48550/arXiv.2302.05442,https://doi.org/10.48550/arXiv.2302.05442,http://arxiv.org/pdf/2302.05442,data\pdfs\61e721334296ebfbbf6443b5ed9eb8c83b708c95.pdf
e3a3e85c5a32af29e13b3561f6cf070de70651de,Pay Attention to MLPs,Hanxiao Liu | Zihang Dai | David R. So | Quoc V. Le,2021,Neural Information Processing Systems,843,,,https://arxiv.org/pdf/2105.08050,data\pdfs\e3a3e85c5a32af29e13b3561f6cf070de70651de.pdf
c431408780586268e8bcf2483b01a80728d10960,Vision Transformer Adapter for Dense Predictions,Zhe Chen | Yuchen Duan | Wenhai Wang | Junjun He | Tong Lu | Jifeng Dai | Y. Qiao,2022,International Conference on Learning Representations,840,10.48550/arXiv.2205.08534,https://doi.org/10.48550/arXiv.2205.08534,http://arxiv.org/pdf/2205.08534,data\pdfs\c431408780586268e8bcf2483b01a80728d10960.pdf
c0b454e0a6aa51ff3ba56778787d0c43932ef6ba,Yi: Open Foundation Models by 01.AI,01.AI Alex Young | Bei Chen | Chao Li | Chengen Huang | Ge Zhang | Guanwei Zhang | Heng Li | Jiangcheng Zhu | Jianqun Chen | Jingwen Chang | Kaidong Yu | Peng Liu | Qiang Liu | Shawn Yue | Senbin Yang | Shiming Yang | Tao Yu | Wen Xie | Wenhao Huang | Xiaohui Hu | Xiaoyi Ren | Xinyao Niu | Pengcheng Nie | Yuchi Xu | Yudong Liu | Yue Wang | Yuxuan Cai | Zhenyu Gu | Zhiyuan Liu | Zonghong Dai,2024,arXiv.org,832,10.48550/arXiv.2403.04652,https://doi.org/10.48550/arXiv.2403.04652,https://arxiv.org/pdf/2403.04652,data\pdfs\c0b454e0a6aa51ff3ba56778787d0c43932ef6ba.pdf
8fafd95a6ffbecf9c1b5f4542ac4b78a00602551,PixArt-α: Fast Training of Diffusion Transformer for Photorealistic Text-to-Image Synthesis,Junsong Chen | Jincheng Yu | Chongjian Ge | Lewei Yao | Enze Xie | Yue Wu | Zhongdao Wang | James T. Kwok | Ping Luo | Huchuan Lu | Zhenguo Li,2023,International Conference on Learning Representations,831,10.48550/arXiv.2310.00426,https://doi.org/10.48550/arXiv.2310.00426,https://arxiv.org/pdf/2310.00426,data\pdfs\8fafd95a6ffbecf9c1b5f4542ac4b78a00602551.pdf
ffaa66e698655d4b2dee1ab61448d5cc1a743a63,VM-UNet: Vision Mamba UNet for Medical Image Segmentation,Jiacheng Ruan | Jincheng Li | Suncheng Xiang,2024,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMCCAP)",824,10.1145/3767748,https://doi.org/10.1145/3767748,https://arxiv.org/pdf/2402.02491,data\pdfs\ffaa66e698655d4b2dee1ab61448d5cc1a743a63.pdf
cf5e6e3c50a798d87033e0e108e88b3647738bbe,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers",A. Steiner | Alexander Kolesnikov | Xiaohua Zhai | Ross Wightman | Jakob Uszkoreit | Lucas Beyer,2021,Trans. Mach. Learn. Res.,820,,,https://arxiv.org/pdf/2106.10270,data\pdfs\cf5e6e3c50a798d87033e0e108e88b3647738bbe.pdf
076a8e778f2e9efb3c2fd45fed534ae9e6035f1b,Self-Supervised Pre-Training of Swin Transformers for 3D Medical Image Analysis,Yucheng Tang | Dong Yang | Wenqi Li | H. Roth | B. Landman | Daguang Xu | V. Nath | Ali Hatamizadeh,2021,Computer Vision and Pattern Recognition,808,10.1109/CVPR52688.2022.02007,https://doi.org/10.1109/CVPR52688.2022.02007,https://arxiv.org/pdf/2111.14791,data\pdfs\076a8e778f2e9efb3c2fd45fed534ae9e6035f1b.pdf
63812f583caac3ac32bbfb64f66ba69e57c1e90a,Conditional Positional Encodings for Vision Transformers,Xiangxiang Chu | Zhi Tian | Bo Zhang | Xinlong Wang | Chunhua Shen,2021,International Conference on Learning Representations,799,,,https://arxiv.org/pdf/2102.10882,data\pdfs\63812f583caac3ac32bbfb64f66ba69e57c1e90a.pdf
03db529f0bfae6d0b64b0feef565196327fe8d50,Intriguing Properties of Vision Transformers,Muzammal Naseer | Kanchana Ranasinghe | Salman Hameed Khan | Munawar Hayat | F. Khan | Ming-Hsuan Yang,2021,Neural Information Processing Systems,795,,,https://arxiv.org/pdf/2105.10497,data\pdfs\03db529f0bfae6d0b64b0feef565196327fe8d50.pdf
4f997c404e97087194d2df538deb82b2c5428c1e,Grounding Image Matching in 3D with MASt3R,Vincent Leroy | Yohann Cabon | Jérôme Revaud,2024,European Conference on Computer Vision,789,10.48550/arXiv.2406.09756,https://doi.org/10.48550/arXiv.2406.09756,https://arxiv.org/pdf/2406.09756,data\pdfs\4f997c404e97087194d2df538deb82b2c5428c1e.pdf
ee57e4d7a125f4ca8916284a857c3760d7d378d3,Self-Supervised Learning from Images with a Joint-Embedding Predictive Architecture,Mahmoud Assran | Quentin Duval | Ishan Misra | Piotr Bojanowski | Pascal Vincent | Michael G. Rabbat | Yann LeCun | Nicolas Ballas,2023,Computer Vision and Pattern Recognition,779,10.1109/CVPR52729.2023.01499,https://doi.org/10.1109/CVPR52729.2023.01499,http://arxiv.org/pdf/2301.08243,data\pdfs\ee57e4d7a125f4ca8916284a857c3760d7d378d3.pdf
f1902f99c53781601061d794d957f77982753352,Attention Bottlenecks for Multimodal Fusion,Arsha Nagrani | Shan Yang | Anurag Arnab | A. Jansen | C. Schmid | Chen Sun,2021,Neural Information Processing Systems,775,,,https://arxiv.org/pdf/2107.00135,data\pdfs\f1902f99c53781601061d794d957f77982753352.pdf
10bd38673951f5d7729568284093cbd80482ab16,Vision Transformers Need Registers,Timothée Darcet | Maxime Oquab | J. Mairal | Piotr Bojanowski,2023,International Conference on Learning Representations,770,10.48550/arXiv.2309.16588,https://doi.org/10.48550/arXiv.2309.16588,https://arxiv.org/pdf/2309.16588,data\pdfs\10bd38673951f5d7729568284093cbd80482ab16.pdf
e5cb26148791b57bfd36aa26ce2401e231d01b57,Vision Transformer with Deformable Attention,Zhuofan Xia | Xuran Pan | S. Song | Li Erran Li | Gao Huang,2022,Computer Vision and Pattern Recognition,769,10.1109/CVPR52688.2022.00475,https://doi.org/10.1109/CVPR52688.2022.00475,https://arxiv.org/pdf/2201.00520,data\pdfs\e5cb26148791b57bfd36aa26ce2401e231d01b57.pdf
